player_idx,player_name,psi_log_avg,psi_log_sr,psi_combined,rank
1050,RR Sarwan,0.5565126607604411,0.044471756568881,0.3004922086646611,208
1182,Saud Shakeel,0.48584983379066726,0.11392071956772436,0.2998852766791958,209
1003,RA Jadeja,0.4406413615666326,0.15849206266213248,0.2995667121143825,210
81,AR Nurse,0.4328319326868469,0.1661162114966702,0.2994740720917585,211
146,Azmatullah Omarzai,0.4191573053821339,0.1790614554825468,0.29910938043234037,212
528,J Liyanage,0.5143555988294333,0.08163298940827572,0.2979942941188545,213
705,Litton Das,0.42115032128728563,0.1747351551990399,0.29794273824316275,214
112,Ahmed Shehzad,0.5199269567695751,0.07528290849510436,0.2976049326323397,215
316,DJ Cullinan,0.5405563039223892,0.051054315156990354,0.29580530953968975,216
1273,Tanzid Hasan,0.38910735636697524,0.1999933681790303,0.2945503622730028,217
511,Imad Wasim,0.3604552760891807,0.22775694541128338,0.2941061107502321,218
406,GA Gooch,0.5742567983298171,0.013710146792767592,0.29398347256129237,219
1233,T Stubbs,0.4632379048653978,0.12380761083679338,0.2935227578510956,220
216,CA Ingram,0.4513875161948264,0.13481503652948315,0.2931012763621548,221
645,KJ Coetzer,0.47060676570120635,0.1145295741289246,0.29256816991506546,222
464,HH Gibbs,0.4559491479283451,0.1274793335611765,0.2917142407447608,223
384,FDM Karunaratne,0.4750828306181658,0.10810458695598683,0.2915937087870763,224
694,LJ Tucker,0.4215288604185539,0.16154644281266645,0.2915376516156102,225
326,DJM Short,0.4851113128747866,0.09505078083989002,0.2900810468573383,226
1268,TWM Latham,0.49712052612802354,0.08259289694837373,0.28985671153819864,227
313,DI Gower,0.5031243826954338,0.0764679897496039,0.28979618622251885,228
1302,VVS Laxman,0.5242002327769285,0.05484943905500787,0.28952483591596817,229
144,Azhar Ali,0.5607512157304324,0.017036837610111207,0.2888940266702718,230
478,HT Tector,0.482194807512212,0.09164151450727454,0.28691816100974327,231
691,LE Bosman,0.3393637195192493,0.2336549272721321,0.2865093233956907,232
609,JW Jenner,0.45808509367079503,0.11390116284644505,0.28599312825862006,233
820,Mahmudullah,0.46308860757152126,0.10885223569439541,0.2859704216329583,234
1078,S Chanderpaul,0.5794148542043829,-0.007609326373220353,0.2859027639155813,235
1147,SR Taylor,0.4362973969915173,0.13337013787238894,0.2848337674319531,236
849,Mohammad Shahzad,0.4138367648570193,0.1558013101420685,0.2848190374995439,237
1313,WJ Cronje,0.5220172583488146,0.047433989623217716,0.2847256239860162,238
252,CL Hooper,0.4849268523157183,0.08368104476953395,0.28430394854262614,239
754,MG Bevan,0.5667661033625605,0.0006893656736518489,0.2837277345181062,240
270,CS MacLeod,0.48080616469628856,0.0809392979210491,0.28087273130866885,241
872,N Dutta,0.44548720256374386,0.11242035549395339,0.2789537790288486,242
583,JM Vince,0.4063138593171816,0.15076529928659513,0.2785395793018884,243
1052,RS Bopara,0.4520570320273391,0.1049761592725959,0.2785165956499675,244
1262,TP Ura,0.3892101017421859,0.16726525906032408,0.27823768040125496,245
785,MN Samuels,0.48891392163279696,0.0658752123326078,0.2773945669827024,246
1175,Salman Butt,0.4981671061309831,0.05561828250426973,0.2768926943176264,247
889,NJ Astle,0.49106757619714303,0.062468219737174896,0.27676789796715895,248
871,N Dickwella,0.32514644044884533,0.22744805198294654,0.2762972462158959,249
959,PJ Hughes,0.4539530646402928,0.09679900025814178,0.27537603244921727,250
589,JN Rhodes,0.48169441418800013,0.06809373188567537,0.27489407303683777,251
